file_path,label,frames,created_at
dynamic_dataset\H\H_staticconv_20260806_232005_1ba809c5.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_ea792269.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_c24e7dff.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_e691ff8f.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_32e53cb3.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_4b8bcbf1.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_89139f03.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_0edd6c72.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_21909c72.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_c349a776.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_e5715ece.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_723721ce.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_60bf6c31.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_6107a827.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_abc7841e.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_6b32ee86.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_36eaf71c.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_cf9e7c3c.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_8a9b0626.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_b93bd6fc.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_58557252.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_b879390d.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_6c17364b.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_aa6a7e23.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_a25a6dbf.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_f5559eee.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_b1e775a2.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_5a5bec45.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_4fcdfad7.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_c8a06300.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_8cc5e38b.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_4b6971c1.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_085a518a.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_0236b728.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_50c6ae58.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_a792aeb8.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_16d97ebf.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_2d6e5f5c.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_2e148598.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_ae5f3a5a.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_b2aed0ac.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_f8e3587e.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_41bc09e2.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_3d806c29.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_dffbc203.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_4eee3956.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_3211b746.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_2240e6f1.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_4f1e74e4.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_6340fe1e.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_aaba2d31.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_ce02382a.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_c1d3d461.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_eca9fef8.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_ec12053a.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_dd4b1542.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_94e3885f.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_e770db64.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_9aeb67ef.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232005_44c2f231.npy,H,30,20260806_232005
dynamic_dataset\H\H_staticconv_20260806_232006_9e570a9c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_79aa6f1d.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_630b61c6.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_510f2e06.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_f7ebdc5d.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a655d458.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_08a11905.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4d9cb1a0.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_8429429e.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_cdd6babd.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_c483ec69.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_629e75f9.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_b3d0acac.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_19502ef8.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4fd72880.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_474fbf9d.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_6c638215.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_0ee22390.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_f8b80704.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_50d3f498.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_8d145ff9.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_c0509242.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_9b093fb1.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4df981f6.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_cb5b4017.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ca6b51c1.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_b62ee095.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_b2df8d26.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_165965b3.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4cc4d850.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_47e51362.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_caa39889.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_bad76eb1.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_2057871f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_261bf7c0.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_3faeb743.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_bb1e3a5d.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_fd01955a.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_da6c13a9.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_32109b0e.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_7dbe754a.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_0be5c413.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_7c71d959.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a74019c8.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_2692648f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_cf46d02f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_0ce389de.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4eccabe4.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_97459a12.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_d3eee1c6.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4b477f6c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_502d6156.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ad09c8b4.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_9eeaf85e.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_c015834f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_cdb7bc34.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_fc42511e.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_bb7b501b.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_8cd0aa28.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_df84ff8e.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_2eda8648.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_f64cf910.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_eb4e7626.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_47d52a09.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_96c12a40.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_5a73c09a.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4991f9b9.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a923bb00.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_1e6b2970.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_707acc39.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e2868633.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_7fbafbfe.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_34cdaccc.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ca627e95.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_fa212ae2.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ce4d46df.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a2e6fb54.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_0de84e42.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_8241c7c7.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_592d896a.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_f591e30c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_61a872e8.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_066a964c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_c27f46e4.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_00b1bcd7.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_8ce00776.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ee5ca4bc.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a08673ab.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_b47a6485.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a3b87404.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_7d6a6ae6.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ffa39a04.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_2c1359a7.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_75e4ee85.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_c7ace70a.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_eb92e370.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_8f1dce96.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_d4fbbac8.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_fb2547bc.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_8d9e6675.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_0dd02f26.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_2a0d4f34.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ced75ccb.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_9a3626e2.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_d84b3bdd.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_82e1f073.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_062ee8be.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_96cd0f7c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_2d6f3049.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e790b130.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_5c938522.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_727cbdaa.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_bd512a3f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_05281772.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_76aae1a3.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_589a1fd2.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e3386f21.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4576e09c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_5237ee77.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_9e8b0f17.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_03a39422.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_74338033.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a20237c3.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_6bb15e01.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_f7572905.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_cfc29f46.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_87e2afe0.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_87b3638e.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_aded6db9.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_db695483.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_7b0b1e79.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e73a0cdd.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_121fd761.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_01b19c6c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_fa46b8b7.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_27315d6f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_df210c66.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_f84c6b07.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_b3665429.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a565134d.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_1f1eb9b9.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e51a8b59.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_6f5ce7d3.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ccadea1a.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ceef1048.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ee40176f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_64ec353c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_546f0235.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_fd0a3a96.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4f6e062f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_6f13adb2.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_aae4a792.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_9270ec46.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_c810d254.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_06208e82.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e0b0d053.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_dc8a9628.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_413675c0.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_8117ff0b.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_3ab82b53.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_775caf07.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_34b83663.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_300f62ec.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_64c6f14e.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4660adea.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_daf36fc2.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_3ef9e0fa.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_6a89f66d.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_23b829bc.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_8678b719.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a648e728.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_d64b3d82.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a9baf465.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_56b23199.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_74f7e7d0.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_ff5b1133.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_87e4a73e.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_b995a460.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_34af0eba.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_3460b8ac.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_337ad87e.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_1f6cc35c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_436c708f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_1bfc0995.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4abef6f0.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a97f6298.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_41cfa229.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_791454ed.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_34136443.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4b77e978.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_49c3d044.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_395cc2d3.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_af74b019.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_c2326a2a.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e71403fd.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_263d974d.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_79854ccf.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_f68025bf.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_173bc050.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_775a4024.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e84d7a42.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e617e950.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_2e1b85f7.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_9eed9173.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_11f3078c.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_f9aa2a61.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_6678e447.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_0eed13d1.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_97b208cf.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e9d0a5e9.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_d2d80004.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_a8a33163.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_e436606b.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_565d4f81.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_26f649f1.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_f4a44f73.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_4366c32f.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_b4917057.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_b2960ba0.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_d2db69d8.npy,H,30,20260806_232006
dynamic_dataset\H\H_staticconv_20260806_232006_6444578f.npy,H,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_6834e476.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_359e5708.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_4d1ee7e3.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_6c717585.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_178ade0d.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_bac7d81d.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_e1075a4e.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_61341eae.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_1fb0d5b8.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_30f1ebef.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_e4de169f.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_d5947c39.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_f1ab48f7.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_345cf349.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_5c5e4c4a.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_ed7a1167.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_52c4b396.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_4b375894.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_05080f73.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_3b6c61d7.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_aed1652c.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_5419237c.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_d96e163b.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_dcc655e6.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_0b1f0e10.npy,I,30,20260806_232006
dynamic_dataset\I\I_staticconv_20260806_232006_fe263a7f.npy,I,30,20260806_232006
